date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,showrooms_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,quality_arrivals
"Aug 22, 2023",Model_B,757,314,563,2,2,16,983,2156,776,707,0,241,239,9,778,1932,768
"Sep 13, 2023",Model_A,1685,600,172,6,0,7,3084,4070,1902,1498,0,39,469,548,1251,3756,1700
"Sep 16, 2023",Model_F,334,126,101,1,0,0,1655,1986,800,527,0,71,340,26,618,1845,336
"Sep 15, 2023",Model_E,355,122,77,2,0,0,430,1013,529,253,0,46,100,2,385,962,356
"Feb 19, 2023",Model_A,1749,806,255,2,1,28,2896,3863,1941,1522,0,24,365,166,1078,3575,1766
"Mar 8, 2023",Model_F,282,101,143,2,1,0,1478,1782,959,344,0,99,196,263,590,1676,284
"Mar 11, 2023",Model_B,1169,435,196,2,0,6,1447,2138,980,797,0,79,218,14,687,1933,1178
"Jul 6, 2023",Model_A,1480,419,176,3,0,12,2211,3084,1800,923,0,12,324,300,1010,2836,1488
"Jul 10, 2023",Model_D,940,312,69,7,0,4,1712,2260,1318,616,0,28,238,148,881,2043,945
"Feb 22, 2023",Model_D,946,367,161,7,3,4,1794,2447,1146,812,0,129,224,70,934,2193,950
"Feb 24, 2023",Model_E,261,92,56,4,0,0,838,983,685,179,0,10,93,119,334,931,261
"Jan 21, 2023",Model_B,1112,398,149,1,0,6,1336,1942,919,725,0,14,222,20,632,1755,1118
"Mar 22, 2023",Model_C,1333,335,139,3,1,6,1685,2408,1237,726,0,126,228,12,937,2195,1338
"Jan 17, 2023",Model_C,1308,394,123,3,0,2,1848,2532,1222,994,0,26,292,16,924,2280,1316
"Feb 9, 2023",Model_F,438,162,93,4,0,0,1382,1719,1033,336,0,100,122,211,559,1603,438
"Mar 29, 2023",Model_E,216,73,57,2,0,0,915,1039,657,206,0,10,132,94,333,977,217
"Feb 16, 2023",Model_B,1011,324,226,1,0,0,1639,2313,815,1019,0,202,192,20,777,2139,1023
"Aug 9, 2023",Model_F,326,125,146,4,0,2,1412,1718,859,441,0,24,142,157,621,1588,331
"Mar 11, 2023",Model_A,1795,652,245,1,1,2,2929,3951,1988,1503,0,40,399,145,1150,3637,1816
"May 3, 2023",Model_E,480,181,41,1,0,6,96,710,303,124,0,8,98,1,288,669,481
"May 30, 2023",Model_B,941,318,164,3,4,8,817,1441,787,377,0,69,175,18,515,1307,955
"Jul 18, 2023",Model_B,976,363,228,0,2,20,801,1557,725,537,0,74,193,2,573,1353,989
"Aug 18, 2023",Model_A,1579,550,263,1,1,8,2822,3681,1866,1445,0,28,311,390,1142,3397,1588
"Aug 24, 2023",Model_F,313,139,165,4,2,4,1220,1626,817,399,0,15,251,30,566,1471,320
"Sep 23, 2023",Model_E,293,101,55,4,0,2,393,817,607,51,0,3,95,2,284,766,294
"May 19, 2023",Model_F,308,83,85,9,0,2,1216,1614,965,306,0,25,148,197,593,1505,313
"Jul 14, 2023",Model_C,919,257,139,5,0,4,1016,1626,709,682,0,37,164,5,597,1467,928
"Feb 17, 2023",Model_B,1021,405,220,2,0,12,1711,2315,791,1088,0,111,206,17,765,2148,1035
"Apr 6, 2023",Model_A,1672,533,199,6,2,4,2529,3443,1874,1218,0,33,310,436,1111,3167,1685
"Mar 3, 2023",Model_D,1200,450,272,10,2,2,2465,3208,1246,946,0,195,242,65,1198,2922,1208
"Mar 15, 2023",Model_F,361,113,117,3,0,0,1999,2378,1115,590,0,14,141,456,765,2265,362
"May 9, 2023",Model_E,544,201,32,2,0,9,125,800,377,143,0,49,105,2,322,736,547
"Feb 5, 2023",Model_E,288,124,78,2,0,0,962,1105,754,214,0,2,130,131,287,1054,289
"Aug 24, 2023",Model_C,587,201,277,5,1,4,1455,2150,1157,568,0,59,238,84,815,1980,595
"Apr 8, 2023",Model_E,184,62,63,3,0,0,766,875,566,177,0,2,121,102,257,825,186
"Apr 8, 2023",Model_A,1357,447,176,4,0,12,2292,3066,1639,1132,0,23,286,410,919,2833,1372
"Apr 28, 2023",Model_A,1410,493,163,2,0,4,2137,2894,1822,752,0,24,265,395,904,2694,1427
"May 27, 2023",Model_C,703,186,76,1,1,4,681,1089,557,321,0,55,113,5,413,987,709
"May 31, 2023",Model_F,323,97,76,8,1,2,1051,1368,882,210,0,15,130,172,510,1253,326
"Jul 5, 2023",Model_C,877,271,176,2,1,10,871,1474,783,505,0,42,126,10,625,1348,882
"Jul 21, 2023",Model_C,1103,281,135,1,0,10,1075,1823,871,562,0,215,174,9,670,1642,1105
"Jul 31, 2023",Model_D,932,301,143,8,2,9,1675,2352,1322,553,0,87,204,109,939,2122,939
"Jan 26, 2023",Model_F,347,125,51,7,0,0,857,1122,791,239,0,3,87,108,374,1048,351
"Oct 23, 2023",Model_A,1657,541,137,4,1,8,2635,3628,2151,930,0,34,353,319,1249,3298,1671
"Nov 11, 2023",Model_B,715,256,130,0,0,8,606,1187,540,440,0,42,148,6,437,1083,721
"Nov 16, 2023",Model_C,1160,390,1093,1,11,35,3647,5021,1110,653,0,1936,503,91,1412,4781,1182
"Mar 14, 2023",Model_C,1325,374,131,0,0,2,1720,2432,1233,719,0,126,242,14,938,2225,1330
"Mar 29, 2023",Model_A,2027,680,172,3,0,8,2641,3689,2121,1180,0,74,323,407,1185,3347,2039
"Sep 26, 2023",Model_C,845,270,93,1,0,11,1474,1994,1603,92,0,56,173,95,768,1824,847
"Aug 7, 2023",Model_B,1141,351,174,2,2,4,902,1615,705,595,0,87,205,3,596,1435,1151
"Aug 10, 2023",Model_D,943,319,112,5,2,6,1468,2074,1200,423,0,96,232,116,761,1869,951
"Aug 20, 2023",Model_B,1058,351,234,2,0,4,912,1614,628,668,0,61,224,3,552,1448,1063
"May 1, 2023",Model_A,1645,639,175,2,0,12,2397,3271,2056,867,0,17,287,426,981,3009,1658
"May 11, 2023",Model_F,394,125,79,4,0,4,1281,1779,1052,277,0,70,202,204,638,1630,397
"Jul 30, 2023",Model_A,1647,552,191,2,0,14,2773,3788,1937,1314,0,16,489,305,1094,3475,1663
"May 18, 2023",Model_E,413,129,31,1,0,2,99,631,328,126,0,5,74,3,239,595,417
"Jul 29, 2023",Model_E,567,214,54,6,0,2,442,1495,656,438,0,15,158,8,487,1412,573
"Sep 2, 2023",Model_F,241,90,136,3,1,2,1234,1578,632,439,0,32,295,20,517,1467,244
"Oct 2, 2023",Model_B,1058,383,127,0,1,12,807,1618,844,451,0,70,194,10,623,1427,1070
"Oct 25, 2023",Model_D,593,196,93,2,0,4,1725,2212,896,559,0,61,176,259,793,2068,594
"Dec 5, 2023",Model_B,604,206,113,1,3,6,522,1000,494,262,0,42,147,2,358,909,615
"Dec 20, 2023",Model_F,191,47,36,8,0,0,853,1034,534,362,0,6,95,92,332,966,193
"Dec 23, 2023",Model_F,130,39,37,1,0,2,656,830,409,296,0,4,87,73,230,776,130
"Sep 12, 2023",Model_D,692,254,117,4,0,0,2478,3090,1250,579,0,87,727,617,996,2839,695
"Jun 30, 2023",Model_A,1340,476,161,2,0,10,2104,2893,1858,714,0,13,253,272,904,2660,1349
"Feb 18, 2023",Model_E,293,117,73,3,0,3,948,1088,701,242,0,5,137,151,301,1012,294
"Feb 21, 2023",Model_B,1014,386,202,1,1,10,1528,2096,804,923,0,84,214,13,752,1941,1024
"Jan 30, 2023",Model_F,364,126,50,3,0,2,912,1200,865,210,0,5,104,133,427,1105,369
"Aug 16, 2023",Model_F,322,128,124,3,0,6,1184,1523,779,347,0,28,238,32,549,1391,325
"Mar 6, 2023",Model_D,1253,496,280,9,0,6,2441,3322,1446,811,0,229,274,75,1222,2967,1264
"Feb 17, 2023",Model_C,1278,385,155,5,2,4,1956,2626,1052,1011,0,110,257,17,914,2380,1289
"Apr 6, 2023",Model_C,1065,259,95,4,2,0,1021,1701,763,611,0,89,199,12,717,1514,1073
"Apr 10, 2023",Model_F,330,87,89,2,0,0,1240,1530,942,257,0,21,225,136,514,1419,332
"Oct 17, 2023",Model_D,807,243,87,3,0,2,2585,3072,917,602,0,54,169,474,949,2899,813
"Apr 30, 2023",Model_A,1447,515,157,7,0,4,2334,3046,2241,406,0,16,313,430,911,2806,1457
"May 7, 2023",Model_C,703,171,82,3,0,8,674,1090,564,353,0,28,127,8,387,1010,706
"Sep 28, 2023",Model_D,686,240,81,4,1,4,1493,1951,1126,293,0,50,179,159,741,1789,689
"Mar 11, 2023",Model_D,1481,541,314,4,3,4,2637,3569,1615,859,0,243,360,70,1178,3190,1495
"Feb 5, 2023",Model_F,535,216,111,2,0,4,1811,2192,1438,358,0,27,127,317,483,2059,539
"Jul 31, 2023",Model_E,635,225,69,6,0,2,536,1816,805,506,0,35,206,6,624,1713,640
"Jan 28, 2023",Model_D,1108,467,191,5,0,0,2144,2783,1382,1055,0,22,337,67,905,2492,1113
"Nov 26, 2023",Model_B,648,229,167,2,0,0,544,1100,503,398,0,29,134,3,402,1008,658
"Mar 6, 2023",Model_F,422,152,150,13,0,2,1718,2086,1170,447,0,45,232,276,685,1982,422
"Mar 9, 2023",Model_B,769,291,172,1,0,12,1107,1671,697,592,0,98,203,17,609,1551,777
"Jul 19, 2023",Model_A,1549,533,234,4,1,12,2596,3479,1894,1255,0,37,306,308,1150,3214,1564
"Feb 5, 2023",Model_A,2041,770,198,4,1,6,3114,4098,2142,1524,0,15,407,139,1188,3771,2049
"Feb 13, 2023",Model_A,1870,710,222,0,0,15,2769,3753,1915,1500,0,28,313,131,1227,3452,1880
"Dec 13, 2023",Model_F,190,47,38,5,0,2,782,1014,553,275,0,54,96,66,330,928,190
"Apr 2, 2023",Model_E,211,58,53,1,0,0,822,950,633,166,0,5,113,122,267,890,212
"Jul 29, 2023",Model_D,848,267,98,4,0,4,1594,2140,1104,640,0,56,191,101,756,1957,852
"Aug 1, 2023",Model_F,389,109,195,8,0,4,1849,2212,954,633,0,131,193,219,708,2073,394
"Feb 14, 2023",Model_D,1000,373,129,8,1,2,1915,2515,1219,849,0,100,240,63,935,2266,1006
"Aug 27, 2023",Model_F,228,90,176,6,1,0,1302,1685,757,441,0,42,292,30,536,1578,233
"Jun 5, 2023",Model_D,779,257,139,4,0,4,1774,2300,1197,509,0,73,223,336,886,2103,787
"Jun 15, 2023",Model_A,1307,436,180,3,0,6,2033,2789,1689,739,0,17,282,368,913,2596,1319
"Jun 19, 2023",Model_F,449,156,308,6,3,14,1780,2198,999,462,0,18,198,155,726,2046,461
"Oct 16, 2023",Model_B,869,346,145,1,0,6,782,1469,691,452,0,87,190,5,523,1342,879
"Mar 13, 2023",Model_C,1541,417,182,3,2,6,1994,2929,1492,791,0,170,252,19,1111,2618,1551
"Jun 27, 2023",Model_D,872,302,152,5,0,2,1765,2340,1199,722,0,63,218,343,882,2120,874
"Mar 30, 2023",Model_A,1913,639,203,5,1,12,2504,3540,2016,1136,0,49,327,375,1160,3284,1935
"Jul 13, 2023",Model_A,1514,540,186,3,0,24,2400,3251,1781,1061,0,35,336,317,1091,2966,1528
"Feb 2, 2023",Model_C,1150,326,135,1,0,0,1691,2330,1104,800,0,19,267,15,840,2150,1154
"Sep 6, 2023",Model_C,717,97,125,4,0,18,1536,2018,1007,719,0,121,155,94,807,1861,720
"Oct 24, 2023",Model_B,729,265,142,1,0,2,730,1339,664,419,0,44,168,5,510,1230,737
"Nov 6, 2023",Model_D,594,184,90,8,3,6,1798,2269,974,496,0,48,177,294,830,2115,603
"Oct 10, 2023",Model_C,778,251,102,4,0,3,1349,1848,1146,437,0,37,182,82,710,1688,783
"Nov 3, 2023",Model_C,784,261,75,3,0,4,1441,1908,1122,475,0,44,177,84,728,1737,788
"Nov 19, 2023",Model_B,646,247,384,2,0,6,621,1397,472,473,0,46,252,4,407,1300,658
"Nov 19, 2023",Model_F,152,53,100,1,0,2,691,928,486,274,0,4,98,54,272,874,152
"Dec 17, 2023",Model_C,418,142,84,1,0,6,957,1222,725,349,0,16,125,57,384,1130,421
"Apr 12, 2023",Model_B,996,339,208,1,2,15,794,1406,801,381,0,39,151,12,514,1264,1012
"Sep 25, 2023",Model_C,854,250,106,2,1,4,1476,2022,1590,76,0,45,202,100,786,1831,860
"Jan 25, 2023",Model_D,854,347,157,5,1,2,1711,2251,1137,802,0,22,281,57,772,2072,860
"Oct 17, 2023",Model_C,891,265,107,3,0,6,1544,2165,1193,595,0,75,206,88,777,1968,894
"Jan 28, 2023",Model_A,1757,676,215,3,0,6,2702,3600,1975,1262,0,12,351,122,1041,3314,1771
"Dec 8, 2023",Model_C,500,147,62,1,0,0,1046,1321,754,357,0,23,140,64,461,1233,501
"Oct 19, 2023",Model_F,376,117,76,6,0,0,1004,1332,825,375,0,8,207,31,485,1218,378
"Feb 2, 2023",Model_B,1045,381,184,2,1,4,1328,1925,903,744,0,6,216,10,673,1763,1054
"Mar 1, 2023",Model_C,1802,539,164,12,0,12,3240,4011,1313,902,0,911,285,32,1386,3655,1805
"Oct 7, 2023",Model_B,924,354,128,0,0,4,746,1462,699,473,0,59,211,4,538,1303,937
"Jul 14, 2023",Model_E,398,150,67,5,0,6,318,1050,472,382,0,12,99,1,439,992,400
"Dec 28, 2023",Model_E,199,59,14,5,0,0,300,590,274,220,0,5,75,0,221,565,200
"Jun 30, 2023",Model_E,340,125,42,4,0,6,244,828,470,166,0,7,96,5,328,778,343
"Feb 23, 2023",Model_E,260,85,54,2,0,2,850,1010,680,182,0,13,125,145,346,955,261
"Mar 8, 2023",Model_D,966,351,264,1,4,4,2067,2823,1213,698,0,163,228,103,1069,2552,976
"Jun 10, 2023",Model_A,1099,377,129,0,0,8,1851,2514,1562,619,0,18,267,321,729,2325,1109
"Feb 26, 2023",Model_B,1063,422,239,0,0,11,1540,2176,981,894,0,61,192,15,697,1975,1067
"Jan 31, 2023",Model_C,1113,317,99,8,0,2,1588,2185,1174,737,0,12,239,13,818,1988,1122
"Mar 23, 2023",Model_C,1308,322,123,7,0,4,1637,2345,1329,590,0,91,222,14,854,2109,1312
"Apr 24, 2023",Model_D,956,335,135,5,0,4,2148,2828,1323,703,0,114,229,432,1075,2601,957
"Oct 28, 2023",Model_F,194,49,66,2,0,2,750,1003,590,307,0,30,155,26,315,937,195
"Feb 7, 2023",Model_E,289,93,53,2,0,0,893,1048,722,197,0,5,99,137,354,969,290
"Feb 20, 2023",Model_D,1059,378,176,7,0,2,1901,2639,1252,880,0,168,239,77,1012,2340,1063
"Aug 11, 2023",Model_D,832,281,143,4,0,4,1420,2053,1160,507,0,99,189,113,758,1826,839
"Feb 17, 2023",Model_F,432,161,109,2,0,0,1610,1948,1125,398,0,23,161,318,622,1824,432
"Dec 23, 2023",Model_A,967,331,79,4,0,0,1926,2483,1241,700,0,18,277,350,723,2300,974
"Mar 21, 2023",Model_D,1030,385,166,6,1,4,1700,2483,1374,666,0,123,220,69,954,2195,1040
"Apr 29, 2023",Model_E,353,159,30,1,0,4,91,526,302,114,0,0,89,4,204,489,356
"May 3, 2023",Model_F,342,99,104,3,0,4,1243,1629,877,302,0,57,212,178,565,1523,343
"Mar 28, 2023",Model_C,1233,330,124,1,2,5,1582,2244,1239,644,0,71,213,18,876,2011,1245
"Feb 14, 2023",Model_B,979,340,146,0,2,4,1312,1861,771,770,0,58,183,9,657,1732,984
"Apr 6, 2023",Model_F,318,93,118,5,0,2,1161,1488,845,313,0,26,217,136,546,1373,321
"Apr 26, 2023",Model_B,1035,351,157,9,6,6,813,1334,615,481,0,106,120,8,465,1242,1049
"Jun 2, 2023",Model_F,277,88,78,5,0,2,1135,1424,824,313,0,4,141,199,483,1314,281
"Apr 23, 2023",Model_D,906,334,175,4,0,4,2193,2819,1228,680,0,77,243,461,1014,2573,909
"Jul 27, 2023",Model_D,880,245,140,3,1,2,1807,2283,1165,631,0,126,235,156,852,2065,886
"Aug 15, 2023",Model_F,328,113,104,4,0,2,1258,1585,788,360,0,38,253,33,547,1460,334
"Apr 4, 2023",Model_A,1889,631,216,3,0,13,2787,3814,1834,1601,0,42,337,471,1207,3520,1908
"Feb 8, 2023",Model_E,302,105,72,4,0,0,903,1057,730,191,0,10,108,152,339,989,303
"Nov 21, 2023",Model_F,230,73,96,3,0,2,854,1118,618,284,0,55,100,90,413,1040,231
"Dec 25, 2023",Model_A,759,216,54,0,0,0,1634,2097,966,573,0,8,217,350,569,1965,760
"Jan 30, 2023",Model_C,1239,331,109,5,0,4,1611,2255,1212,723,0,15,291,13,831,2052,1240
"Feb 6, 2023",Model_E,319,113,81,4,0,4,984,1161,788,230,0,2,123,131,409,1085,321
"Feb 18, 2023",Model_F,375,132,125,9,0,0,1511,1837,987,477,0,14,162,251,544,1709,378
"Feb 13, 2023",Model_C,1298,415,127,4,0,8,1890,2628,1201,898,0,96,246,13,938,2387,1302
"Feb 5, 2023",Model_B,1144,454,150,1,0,4,1507,2116,950,803,0,19,246,15,673,1947,1150
"Jan 25, 2023",Model_C,1182,339,127,2,0,8,1627,2251,1123,823,0,11,293,14,813,2055,1186
"Jan 29, 2023",Model_E,328,129,66,4,0,0,888,999,705,205,0,0,109,134,277,951,330
"Feb 11, 2023",Model_A,1737,709,188,1,0,6,2777,3733,1785,1540,0,26,383,207,1101,3424,1746
"Mar 7, 2023",Model_C,1597,423,253,3,2,3,2691,3594,1770,867,0,192,287,31,1269,3253,1604
"Mar 14, 2023",Model_D,1084,366,134,3,1,0,1640,2372,1264,597,0,143,252,82,896,2103,1095
"Dec 27, 2023",Model_F,182,49,43,9,0,2,820,1025,515,376,0,2,96,75,279,973,183
"Dec 30, 2023",Model_D,551,211,83,3,0,2,3405,3790,865,461,0,22,164,845,875,3643,555
"Mar 7, 2023",Model_F,383,123,142,5,0,0,1509,1837,1030,411,0,58,148,250,619,1716,385
"Mar 10, 2023",Model_F,323,118,145,2,0,0,1867,2167,1051,458,0,60,134,421,641,2081,324
"Mar 13, 2023",Model_B,1118,396,204,0,3,6,1427,2154,1035,796,0,90,201,14,743,1962,1127
"Mar 6, 2023",Model_A,1986,790,269,5,0,18,2955,4134,2136,1482,0,35,368,143,1352,3778,2003
"Jan 22, 2023",Model_B,1233,439,181,2,0,10,1460,2134,1031,804,0,9,243,11,627,1967,1240
"Apr 9, 2023",Model_A,1593,529,162,3,2,8,2383,3188,1638,1212,0,8,349,368,869,2962,1609
"Apr 12, 2023",Model_D,936,337,163,0,4,4,2362,2969,1390,747,0,122,246,451,1139,2722,950
"Dec 16, 2023",Model_F,152,47,44,3,0,0,719,920,512,305,0,8,75,76,277,860,154
"Feb 22, 2023",Model_E,277,92,80,4,0,0,860,1039,705,184,0,14,122,157,351,985,279
"Oct 15, 2023",Model_D,825,278,112,2,0,2,2730,3233,890,610,0,37,212,467,951,3022,828
"Nov 7, 2023",Model_C,907,303,118,1,0,10,1813,2391,1173,537,0,410,189,122,857,2184,912
"Nov 13, 2023",Model_F,241,81,86,3,1,0,848,1133,614,339,0,8,98,78,404,1053,243
"Jun 15, 2023",Model_C,747,190,108,4,0,6,810,1369,684,444,0,64,143,11,547,1261,751
"Jun 25, 2023",Model_E,327,116,73,0,0,0,79,780,345,209,0,71,80,3,304,741,329
"Mar 15, 2023",Model_A,1873,609,195,2,0,2,2744,3756,1966,1380,0,32,332,139,1165,3431,1892
"Sep 24, 2023",Model_A,1364,550,165,4,0,10,2350,3218,2467,136,0,33,399,302,982,2953,1376
"Mar 1, 2023",Model_B,1014,373,222,1,2,12,1495,2135,814,841,0,130,209,21,741,1951,1024
"Aug 3, 2023",Model_F,414,114,140,6,0,8,1647,1980,951,568,0,56,167,183,661,1838,415
"Aug 19, 2023",Model_A,1550,583,267,5,0,8,2658,3522,1675,1516,0,24,276,359,1072,3218,1565
"Aug 22, 2023",Model_D,938,409,932,7,1,12,3052,4266,1427,656,0,1133,250,248,1470,3922,954
"Sep 27, 2023",Model_F,346,120,109,5,0,0,1301,1557,1055,65,0,13,261,33,565,1437,349
"Feb 22, 2023",Model_A,1687,715,243,5,0,22,2638,3630,1894,1291,0,48,312,172,1173,3343,1697
"Oct 22, 2023",Model_C,687,201,103,10,1,2,1354,1822,991,556,0,29,184,81,592,1688,695
"Nov 5, 2023",Model_C,593,216,93,2,1,4,1325,1706,976,443,0,32,162,82,577,1594,596
"Sep 24, 2023",Model_E,308,115,56,1,0,2,377,817,634,23,0,3,81,2,294,772,308
"Apr 13, 2023",Model_A,1666,519,196,3,0,6,2332,3305,2071,821,0,32,318,406,1047,3054,1676
"Jun 29, 2023",Model_E,320,107,40,7,0,8,252,826,421,201,0,17,83,2,346,788,321
"Mar 9, 2023",Model_C,1253,339,288,0,1,2,2870,3702,1277,722,0,998,264,24,1216,3436,1259
"Jul 7, 2023",Model_E,286,104,40,4,0,2,213,768,363,239,0,5,88,2,316,727,288
"Jul 26, 2023",Model_D,841,275,125,3,0,4,1671,2266,1184,557,0,179,219,132,808,2035,847
"Aug 14, 2023",Model_D,831,304,152,3,1,4,1615,2189,1359,462,0,70,200,127,840,1993,836
"Jun 29, 2023",Model_F,350,113,171,6,0,4,1502,1798,850,471,0,60,144,200,622,1651,352
"Jul 20, 2023",Model_E,525,186,55,5,0,2,490,1199,658,324,0,4,141,11,475,1146,526
"Jul 24, 2023",Model_D,996,311,159,9,0,0,1923,2563,1434,716,0,89,230,150,945,2274,1002
"Oct 12, 2023",Model_C,778,235,114,3,0,10,1291,1776,1066,463,0,32,179,81,698,1631,785
"Oct 29, 2023",Model_E,236,63,30,1,0,0,357,642,304,258,0,6,69,0,227,620,237
"Nov 1, 2023",Model_B,722,233,128,1,0,2,629,1199,640,331,0,58,129,7,431,1073,730
"Mar 3, 2023",Model_E,419,130,58,3,0,0,1217,1415,959,206,0,12,145,222,487,1333,419
"Jan 31, 2023",Model_A,1747,650,173,2,0,2,2644,3518,2015,1205,0,5,306,144,1127,3213,1761
"Feb 4, 2023",Model_C,1173,368,138,5,0,4,1957,2572,1120,880,0,20,290,14,782,2370,1180
"Jan 13, 2023",Model_F,397,145,69,3,0,2,950,1257,891,251,0,2,114,133,413,1144,398
"May 24, 2023",Model_A,1625,446,158,1,0,9,2188,2991,1878,757,0,14,281,345,969,2786,1636
"Jun 6, 2023",Model_B,904,308,174,2,2,4,758,1407,756,381,0,59,147,11,514,1286,919
"Mar 24, 2023",Model_E,223,67,36,1,0,0,865,998,665,182,0,11,107,111,358,946,224
"Mar 31, 2023",Model_D,918,318,138,3,0,0,1463,2145,1301,437,0,103,192,218,856,1933,923
"Mar 3, 2023",Model_C,1788,530,268,9,1,10,2593,3527,1426,1045,0,195,338,20,1312,3207,1797
"Mar 16, 2023",Model_E,260,85,72,3,0,0,1177,1343,901,277,0,8,127,135,451,1273,263
"Oct 9, 2023",Model_C,802,261,101,4,1,2,1389,1919,1130,513,0,55,176,78,730,1732,810
"Nov 24, 2023",Model_F,167,40,84,1,1,0,663,883,494,247,0,23,73,72,312,823,170
"Nov 27, 2023",Model_A,1402,486,1122,4,6,14,2237,3998,1595,1043,0,70,717,291,1187,3680,1439
"Feb 11, 2023",Model_E,247,90,68,2,0,0,1023,1165,779,249,0,7,124,151,310,1105,248
"Dec 17, 2023",Model_F,132,42,45,2,0,0,635,796,402,284,0,3,70,54,222,752,133
"Dec 29, 2023",Model_D,595,205,84,1,0,0,3393,3804,929,451,0,37,179,849,930,3637,597
"Nov 2, 2023",Model_F,245,78,57,1,0,2,1033,1292,741,436,0,10,195,26,473,1223,246
"Nov 9, 2023",Model_A,1649,526,130,3,1,4,2544,3479,1915,962,0,64,354,349,1193,3165,1661
"Feb 11, 2023",Model_B,1165,420,187,5,1,4,1446,2125,802,940,0,50,235,20,688,1922,1174
"Feb 23, 2023",Model_A,1832,754,235,3,2,26,2847,3897,1942,1502,0,55,307,150,1226,3590,1848
"Jun 18, 2023",Model_E,303,129,28,0,0,0,66,615,299,210,0,6,80,0,225,576,304
"Jun 17, 2023",Model_F,292,114,159,4,0,0,1235,1495,776,361,0,15,174,154,487,1353,298
"Jul 16, 2023",Model_F,343,94,171,3,0,8,1615,1871,767,902,0,18,198,179,591,1710,344
"Jul 28, 2023",Model_B,970,303,167,1,3,2,886,1579,736,538,0,53,208,12,587,1407,986
"Jul 31, 2023",Model_C,953,262,133,6,2,4,936,1588,808,510,0,73,188,6,637,1429,963
"Jul 5, 2023",Model_D,837,256,126,10,1,6,1650,2202,1216,635,0,64,216,126,848,2005,840
"Jun 23, 2023",Model_D,832,327,145,9,0,8,1762,2298,1148,669,0,115,222,314,879,2127,836
"Jul 7, 2023",Model_A,1396,423,121,3,0,8,2145,2904,1669,893,0,14,303,253,950,2682,1410
"Apr 11, 2023",Model_D,996,346,167,6,1,8,2479,3109,1392,798,0,132,270,501,1218,2832,1001
"Apr 21, 2023",Model_F,386,108,76,0,0,4,1345,1704,995,392,0,19,211,195,599,1572,390
"Mar 4, 2023",Model_E,425,160,78,9,0,0,1216,1439,952,271,0,16,139,217,433,1372,428
"Mar 2, 2023",Model_B,979,361,204,6,2,6,1378,2036,798,786,0,74,206,3,694,1897,988
"Mar 15, 2023",Model_C,1210,331,135,3,1,2,1615,2318,1317,559,0,100,241,15,899,2085,1218
"Apr 15, 2023",Model_B,914,303,142,3,0,4,715,1265,658,410,0,44,131,11,453,1150,921
"Feb 9, 2023",Model_C,1275,391,139,4,0,7,2051,2749,1229,899,0,175,254,19,962,2528,1284
"Aug 2, 2023",Model_A,1730,575,201,3,0,6,2640,3655,1781,1302,0,179,354,289,1247,3342,1745
"Aug 5, 2023",Model_D,910,284,138,4,0,2,1626,2271,1057,766,0,77,238,139,817,2025,913
"Nov 29, 2023",Model_A,1254,465,1021,3,5,12,2065,3659,1503,788,0,30,638,326,1079,3425,1284
"Aug 19, 2023",Model_C,831,231,115,3,0,4,1301,1775,1019,525,0,48,169,83,628,1619,834
"Sep 4, 2023",Model_F,368,128,113,1,0,4,1448,1853,862,512,0,28,350,34,674,1701,371
"Feb 20, 2023",Model_F,412,146,116,3,0,2,1557,1922,1014,428,0,64,157,327,616,1791,412
"May 24, 2023",Model_E,385,116,36,1,0,4,87,579,313,96,0,3,71,2,241,549,391
"Jun 11, 2023",Model_C,726,214,105,0,0,4,788,1236,627,358,0,55,165,14,441,1132,730
"Mar 31, 2023",Model_F,313,93,126,2,0,2,1813,2207,1105,331,0,58,160,480,672,2096,315
"Feb 16, 2023",Model_E,290,91,73,4,0,0,931,1086,730,217,0,27,110,161,365,1024,290
"Mar 17, 2023",Model_B,985,316,151,4,0,10,1319,1942,902,635,0,66,293,19,642,1776,999
"Mar 12, 2023",Model_C,1690,494,290,2,0,10,2628,3501,1636,965,0,140,319,28,1178,3187,1703
"Sep 28, 2023",Model_B,936,367,168,1,0,8,840,1633,1091,217,0,64,184,10,650,1469,946
"Oct 18, 2023",Model_E,325,107,34,9,1,2,389,849,471,250,0,8,97,2,338,789,327
"Apr 25, 2023",Model_C,983,256,95,1,0,4,933,1530,765,486,0,84,146,4,599,1386,987
"Jan 26, 2023",Model_E,264,107,75,5,0,0,867,983,669,206,0,1,112,130,343,939,265
"Jul 3, 2023",Model_D,894,288,110,4,1,6,1754,2299,1278,694,0,43,258,160,871,2081,897
"Feb 13, 2023",Model_E,299,100,66,2,0,2,952,1102,772,207,0,11,98,148,437,1030,302
"Mar 10, 2023",Model_D,915,348,225,0,0,6,1828,2474,1062,575,0,332,204,69,961,2242,926
"Feb 26, 2023",Model_A,1674,692,275,2,0,15,2707,3612,2021,1153,0,31,338,132,1088,3304,1687
"Feb 23, 2023",Model_C,1191,347,163,8,0,6,1781,2467,1054,943,0,107,239,16,891,2263,1198
"Feb 10, 2023",Model_D,1036,399,139,14,0,4,2065,2749,1281,971,0,122,251,61,982,2481,1041
