date,Useable Date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,car_model_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,Engine Type
"May 26, 2024",2024-05-26,Model_A,1233,439,195,13,0,10,2864,3573,1739,1230,131,35,514,229,1120,3279,ICE
"May 30, 2024",2024-05-30,Model_A,1234,346,228,8,0,4,2923,3689,1968,1212,11,69,493,300,1296,3379,ICE
"Jun 3, 2024",2024-06-03,Model_A,1373,361,235,10,0,10,3127,4023,2261,1093,33,106,584,341,1398,3678,ICE
"Jun 7, 2024",2024-06-07,Model_A,1170,356,181,2,0,2,2732,3510,1886,1085,11,66,504,297,1257,3232,ICE
"Jun 11, 2024",2024-06-11,Model_A,1345,390,278,4,0,2,2880,3785,1951,1141,13,143,568,236,1336,3451,ICE
"Jun 15, 2024",2024-06-15,Model_A,1163,332,231,6,0,0,2676,3420,1713,1169,10,63,512,243,1140,3104,ICE
"Jun 19, 2024",2024-06-19,Model_A,1219,331,230,10,0,2,3062,4049,2033,1397,17,75,607,281,1489,3694,ICE
"Jun 23, 2024",2024-06-23,Model_A,3279,1345,310,9,0,20,7942,9002,1792,1385,5240,20,648,997,1924,8488,ICE
"Jun 27, 2024",2024-06-27,Model_A,4111,1668,326,20,0,23,8727,10260,3052,1979,4356,75,939,1329,2687,9514,ICE
"Jul 1, 2024",2024-07-01,Model_A,3342,1317,326,23,0,19,8089,9374,2427,1694,4496,86,781,1358,2600,8708,ICE
"Jul 5, 2024",2024-07-05,Model_A,2654,876,333,13,0,12,3116,4874,2101,1464,171,50,1103,317,1726,4354,ICE
"Jul 9, 2024",2024-07-09,Model_A,2111,721,361,11,0,13,3754,4993,2454,1571,198,180,649,334,1846,4504,ICE
"Jul 13, 2024",2024-07-13,Model_A,2139,799,324,9,0,14,3469,4697,2309,1463,175,115,821,228,1507,4208,ICE
"Jul 17, 2024",2024-07-17,Model_A,2002,695,300,8,0,21,3395,4590,2201,1487,142,173,731,227,1590,4096,ICE
"Jul 21, 2024",2024-07-21,Model_A,2694,1024,321,6,0,12,4713,6040,2291,1583,682,829,1022,297,2111,5490,ICE
"Jul 25, 2024",2024-07-25,Model_A,2489,835,312,18,0,20,3864,5243,2233,1523,513,249,948,239,1907,4749,ICE
"Jul 29, 2024",2024-07-29,Model_A,2192,808,284,10,0,14,3557,4826,2102,1511,453,168,764,230,1798,4300,ICE
"Aug 2, 2024",2024-08-02,Model_A,1772,620,110,15,0,12,3773,4706,1988,1453,527,158,806,268,1616,4209,ICE
"Aug 6, 2024",2024-08-06,Model_A,2572,942,294,10,0,8,4419,5897,2509,1906,538,211,1041,276,2119,5331,ICE
"Aug 10, 2024",2024-08-10,Model_A,3892,1693,295,13,0,32,5503,7171,2269,2113,1902,129,1420,314,2064,6402,ICE
"Aug 14, 2024",2024-08-14,Model_A,3530,1375,298,24,0,24,5878,7470,2361,2465,1831,184,1352,353,2375,6767,ICE
"Aug 18, 2024",2024-08-18,Model_A,3229,1321,254,13,0,14,5318,6670,2056,2193,1704,87,1301,263,1905,6048,ICE
"Aug 22, 2024",2024-08-22,Model_A,3827,1463,427,27,0,34,5815,7886,2355,1969,1799,824,951,480,2600,7070,ICE
"Aug 26, 2024",2024-08-26,Model_A,2801,1095,677,16,0,28,4520,6276,2144,1634,1533,258,731,409,1991,5651,ICE
"Aug 30, 2024",2024-08-30,Model_A,2553,899,528,33,0,24,4171,5873,2149,1444,1315,377,588,391,1954,5328,ICE
"Sep 3, 2024",2024-09-03,Model_A,2602,874,424,24,0,12,3320,4993,2269,1659,176,277,597,264,1773,4406,ICE
"Sep 7, 2024",2024-09-07,Model_A,2499,959,332,25,0,13,3133,4586,1898,1870,173,117,733,200,1596,4057,ICE
"Sep 11, 2024",2024-09-11,Model_A,2907,1077,321,32,0,14,3088,4762,2061,1772,164,151,797,210,1781,4259,ICE
"Sep 15, 2024",2024-09-15,Model_A,2570,1035,330,27,0,16,3131,4566,1978,1893,160,80,745,200,1595,4037,ICE
"Sep 19, 2024",2024-09-19,Model_A,2393,892,305,26,0,5,2810,4202,1768,1700,110,139,662,192,1515,3752,ICE
"Sep 23, 2024",2024-09-23,Model_A,2391,892,266,26,0,14,2882,4242,1882,1606,176,120,616,209,1566,3789,ICE
"Jan 2, 2024",2024-01-02,Model_A,1422,452,125,12,0,0,2561,3547,1809,1009,266,46,401,366,1192,3232,ICE
"Jan 6, 2024",2024-01-06,Model_A,1456,470,281,18,0,4,2458,3546,1782,1271,55,63,438,241,1148,3284,ICE
"Jan 10, 2024",2024-01-10,Model_A,1747,547,221,17,2,10,2731,3959,2087,1297,43,44,491,307,1344,3629,ICE
"Jan 14, 2024",2024-01-14,Model_A,1528,495,222,13,1,2,2587,3705,1966,1135,69,38,514,256,1126,3402,ICE
"Jan 18, 2024",2024-01-18,Model_A,1720,516,180,11,1,4,2675,3837,2089,1177,68,46,447,279,1252,3543,ICE
"Jan 22, 2024",2024-01-22,Model_A,1713,208,215,17,0,12,2671,3766,2095,1117,67,63,424,267,1248,3493,ICE
"Jan 26, 2024",2024-01-26,Model_A,1818,553,2,15,0,4,3155,4130,2415,1049,55,76,488,365,1417,3844,ICE
"Jan 30, 2024",2024-01-30,Model_A,1671,540,5,23,0,4,2874,3811,2279,946,59,63,458,329,1342,3527,ICE
"Feb 3, 2024",2024-02-03,Model_A,1447,499,1,16,0,2,2621,3326,1798,981,21,41,463,278,1049,3097,ICE
"Feb 7, 2024",2024-02-07,Model_A,1666,559,0,23,0,10,2636,3558,1931,989,159,43,399,265,1203,3297,ICE
"Feb 11, 2024",2024-02-11,Model_A,1571,595,1,16,0,8,2665,3521,1814,1093,176,39,427,264,1114,3252,ICE
"Feb 15, 2024",2024-02-15,Model_A,1549,520,3,27,0,15,2834,3660,1851,991,119,259,410,264,1244,3373,ICE
"Feb 19, 2024",2024-02-19,Model_A,1582,517,2,13,0,4,2513,3418,1949,887,91,53,398,295,1201,3145,ICE
"Sep 27, 2024",2024-09-27,Model_A,2224,834,255,24,0,6,2707,3999,1643,1658,144,106,609,174,1457,3576,ICE
"Oct 1, 2024",2024-10-01,Model_A,2430,811,259,26,0,12,2851,4180,1950,1528,39,126,719,217,1525,3729,ICE
"Oct 5, 2024",2024-10-05,Model_A,2296,841,205,17,0,9,2756,3975,1859,1376,40,120,788,96,1300,3528,ICE
"Oct 9, 2024",2024-10-09,Model_A,2260,842,228,23,0,6,2857,4054,1865,1526,30,109,775,97,1488,3671,ICE
"Oct 13, 2024",2024-10-13,Model_A,2367,932,219,22,0,4,2834,4004,1864,1596,33,47,756,129,1315,3583,ICE
"Oct 17, 2024",2024-10-17,Model_A,2314,907,202,27,0,8,2782,4061,1790,1406,133,88,737,133,1476,3609,ICE
"Oct 21, 2024",2024-10-21,Model_A,2326,917,204,25,0,10,2903,4141,1831,1566,71,99,700,154,1526,3713,ICE
"Oct 25, 2024",2024-10-25,Model_A,733,195,208,17,0,6,3367,3720,1717,1438,86,57,835,82,1317,3409,ICE
"Oct 29, 2024",2024-10-29,Model_A,1926,856,237,39,0,10,2759,3792,1748,1304,35,99,860,85,1394,3371,ICE
"Nov 2, 2024",2024-11-02,Model_A,1866,737,137,28,0,2,2375,3353,1598,1237,17,44,532,132,1209,2976,ICE
"Nov 6, 2024",2024-11-06,Model_A,1405,581,217,25,0,10,2758,3720,1691,1015,99,92,813,159,1329,3435,ICE
"Nov 10, 2024",2024-11-10,Model_A,1754,776,224,25,0,2,2357,3354,1529,1169,100,32,621,121,1098,3042,ICE
"Nov 14, 2024",2024-11-14,Model_A,2222,833,191,30,0,6,2367,3802,1776,1096,381,89,604,104,1374,3447,ICE
"Nov 18, 2024",2024-11-18,Model_A,2225,777,188,34,0,6,2336,3803,1671,1166,350,130,673,123,1369,3443,ICE
"Jan 3, 2024",2024-01-03,Model_A,61,20,11,3,0,0,133,200,127,46,0,3,21,15,80,186,ICE
"Jan 7, 2024",2024-01-07,Model_A,81,25,6,1,0,0,137,196,103,61,7,3,22,11,69,178,ICE
"Jan 11, 2024",2024-01-11,Model_A,92,25,12,1,0,0,142,237,104,86,7,14,22,14,94,218,ICE
"Jan 15, 2024",2024-01-15,Model_A,89,37,15,3,0,2,134,224,118,54,13,2,27,6,87,213,ICE
"Jan 19, 2024",2024-01-19,Model_A,78,24,12,2,0,0,137,242,125,58,10,24,24,14,86,231,ICE
"Jan 23, 2024",2024-01-23,Model_A,85,30,9,1,0,0,158,229,129,67,6,4,21,20,94,218,ICE
"Jan 27, 2024",2024-01-27,Model_A,97,28,0,0,0,0,147,229,129,70,10,3,21,12,97,217,ICE
"Jan 31, 2024",2024-01-31,Model_A,63,18,0,0,0,0,107,159,100,25,10,0,21,21,59,153,ICE
"Feb 4, 2024",2024-02-04,Model_A,88,34,0,1,0,0,148,206,135,39,3,0,28,12,71,194,ICE
"Feb 8, 2024",2024-02-08,Model_A,86,31,0,1,0,0,127,192,98,52,13,10,16,11,75,181,ICE
"Feb 12, 2024",2024-02-12,Model_A,59,16,0,1,0,0,89,140,80,39,8,0,19,6,53,137,ICE
"Feb 16, 2024",2024-02-16,Model_A,50,18,0,3,0,0,71,134,64,46,11,6,7,2,48,122,ICE
"Feb 23, 2024",2024-02-23,Model_A,1413,404,0,17,0,6,2324,3100,1674,955,59,51,366,265,1041,2858,ICE
"Feb 27, 2024",2024-02-27,Model_A,1454,383,2,18,0,8,2401,3173,1691,848,50,192,379,235,1044,2937,ICE
"Mar 2, 2024",2024-03-02,Model_A,1421,457,2,23,0,2,2394,3175,1666,987,69,50,402,266,971,2904,ICE
"Mar 6, 2024",2024-03-06,Model_A,1397,380,230,16,0,6,2312,3233,1720,982,68,71,399,246,1110,2964,ICE
"Mar 10, 2024",2024-03-10,Model_A,1271,450,259,17,0,8,2220,3127,1545,1118,73,39,392,204,980,2896,ICE
"Mar 14, 2024",2024-03-14,Model_A,1203,379,215,10,0,21,2290,3181,1663,998,54,80,397,268,1073,2939,ICE
"Mar 18, 2024",2024-03-18,Model_A,1213,401,236,11,0,5,2353,3165,1645,1078,48,36,359,246,1036,2903,ICE
"Mar 22, 2024",2024-03-22,Model_A,1196,375,210,12,0,13,2261,3058,1414,1234,35,34,371,260,1001,2827,ICE
"Mar 26, 2024",2024-03-26,Model_A,1210,400,246,7,0,6,2470,3270,1494,1357,33,19,387,258,1111,3043,ICE
"Mar 30, 2024",2024-03-30,Model_A,953,333,20,9,0,0,2141,2684,1349,982,43,4,343,246,802,2494,ICE
"Apr 3, 2024",2024-04-03,Model_A,1048,336,229,7,0,0,2131,2858,1560,935,5,9,357,219,949,2640,ICE
"Apr 7, 2024",2024-04-07,Model_A,943,329,249,11,0,12,2126,2773,1475,944,29,5,355,232,800,2577,ICE
"Apr 11, 2024",2024-04-11,Model_A,1822,610,217,8,0,6,3483,4384,2081,1446,93,34,594,267,1644,3859,ICE
"Apr 15, 2024",2024-04-15,Model_A,1319,426,255,5,0,4,3005,3780,1948,1168,39,22,495,254,1396,3443,ICE
"Apr 19, 2024",2024-04-19,Model_A,993,325,216,3,0,0,2840,3417,1893,1111,29,9,414,267,1172,3154,ICE
"Apr 23, 2024",2024-04-23,Model_A,1035,336,317,1,0,3,3044,3737,1958,1200,45,152,457,271,1319,3435,ICE
"Apr 27, 2024",2024-04-27,Model_A,2724,1046,329,6,0,18,9617,10401,2226,1338,6337,12,638,1012,1904,9908,ICE
"May 1, 2024",2024-05-01,Model_A,2333,819,290,7,0,8,8204,9055,2136,1244,4587,644,531,1013,2183,8596,ICE
"May 5, 2024",2024-05-05,Model_A,1983,760,261,5,0,7,6896,7593,1880,1209,3964,114,522,851,1647,7238,ICE
"May 9, 2024",2024-05-09,Model_A,1673,556,255,4,0,2,5517,6235,1770,1179,2856,61,444,704,1581,5874,ICE
"May 13, 2024",2024-05-13,Model_A,1785,625,293,11,0,18,5937,6755,2147,1318,2771,80,525,691,1741,6365,ICE
"May 17, 2024",2024-05-17,Model_A,1258,387,211,13,0,13,2900,3729,1776,1211,194,122,481,269,1377,3411,ICE
"May 21, 2024",2024-05-21,Model_A,1377,423,221,9,0,13,2998,3886,1883,1213,178,152,509,270,1367,3570,ICE
"May 25, 2024",2024-05-25,Model_A,1231,377,187,8,0,21,2674,3461,1675,1162,138,57,490,238,1126,3152,ICE
"May 29, 2024",2024-05-29,Model_A,1307,382,212,12,0,10,2979,3746,1928,1261,10,154,468,267,1350,3441,ICE
"Jun 2, 2024",2024-06-02,Model_A,1064,346,208,6,0,6,2857,3554,1897,1229,12,9,500,319,1173,3274,ICE
"Jun 6, 2024",2024-06-06,Model_A,1212,378,196,11,0,11,2760,3580,1958,1042,44,55,522,290,1245,3288,ICE
"Feb 20, 2024",2024-02-20,Model_A,61,22,0,3,0,0,81,144,64,43,10,2,21,4,66,139,ICE
"Feb 24, 2024",2024-02-24,Model_A,72,23,0,3,0,0,68,142,60,50,12,2,18,7,46,137,ICE
"Feb 28, 2024",2024-02-28,Model_A,68,25,1,4,0,4,79,157,80,51,4,3,12,6,66,140,ICE
"Mar 3, 2024",2024-03-03,Model_A,56,17,0,0,0,0,75,129,61,42,12,0,16,9,50,125,ICE
"Mar 7, 2024",2024-03-07,Model_A,58,17,20,1,0,4,74,150,67,52,7,2,20,3,51,142,ICE
"Mar 11, 2024",2024-03-11,Model_A,85,26,22,1,0,0,104,172,97,38,5,1,20,4,72,166,ICE
"Mar 15, 2024",2024-03-15,Model_A,53,23,25,0,0,0,94,155,68,57,9,2,15,10,66,149,ICE
"Mar 19, 2024",2024-03-19,Model_A,66,24,30,4,0,0,86,170,95,38,7,7,19,4,57,161,ICE
"Mar 23, 2024",2024-03-23,Model_A,64,27,36,1,0,0,92,177,64,87,10,2,19,5,67,165,ICE
"Mar 27, 2024",2024-03-27,Model_A,55,20,33,2,0,0,78,156,66,73,6,1,12,1,54,144,ICE
"Mar 31, 2024",2024-03-31,Model_A,51,20,0,1,0,0,83,115,62,36,1,0,20,8,37,108,ICE
"Apr 4, 2024",2024-04-04,Model_A,62,22,31,2,0,0,81,154,72,58,0,1,20,3,69,152,ICE
"Apr 8, 2024",2024-04-08,Model_A,50,16,23,2,0,2,76,136,63,42,1,0,22,4,58,132,ICE
"Apr 12, 2024",2024-04-12,Model_A,97,42,29,1,0,0,140,252,115,83,0,3,32,2,139,232,ICE
"Apr 16, 2024",2024-04-16,Model_A,74,25,28,0,0,0,116,211,109,73,0,0,33,10,83,196,ICE
"Apr 20, 2024",2024-04-20,Model_A,65,22,13,1,0,2,115,175,97,52,0,0,22,13,71,163,ICE
"Apr 24, 2024",2024-04-24,Model_A,80,30,17,0,0,0,148,223,106,66,1,3,46,7,93,209,ICE
"Apr 28, 2024",2024-04-28,Model_A,91,34,28,1,0,0,162,257,134,56,24,0,37,13,105,237,ICE
"May 2, 2024",2024-05-02,Model_A,124,36,29,2,0,6,144,248,114,76,14,4,37,6,118,227,ICE
"May 6, 2024",2024-05-06,Model_A,120,45,15,1,0,0,163,256,112,83,18,6,33,11,103,241,ICE
"May 10, 2024",2024-05-10,Model_A,89,43,17,1,0,0,117,200,94,56,12,1,33,8,85,191,ICE
"May 14, 2024",2024-05-14,Model_A,100,25,28,0,0,0,159,269,122,76,21,11,31,10,114,252,ICE
"May 18, 2024",2024-05-18,Model_A,93,38,17,0,0,0,131,216,111,59,17,4,22,10,89,201,ICE
"May 22, 2024",2024-05-22,Model_A,105,31,15,2,0,0,143,249,108,85,11,3,33,9,115,234,ICE
"May 26, 2024",2024-05-26,Model_A,111,38,21,1,0,0,157,253,107,95,12,3,37,11,86,238,ICE
"May 30, 2024",2024-05-30,Model_A,88,33,17,2,0,0,140,215,123,51,1,7,28,9,103,203,ICE
"Jun 10, 2024",2024-06-10,Model_A,1230,378,225,3,0,2,2913,3733,1894,1197,13,80,580,262,1353,3414,ICE
"Jun 14, 2024",2024-06-14,Model_A,1173,335,262,6,0,12,2764,3620,1829,1137,21,217,469,209,1250,3326,ICE
"Jun 18, 2024",2024-06-18,Model_A,1243,330,230,16,0,6,3261,4244,2143,1409,25,79,675,298,1605,3864,ICE
"Jun 22, 2024",2024-06-22,Model_A,3387,1369,288,7,0,33,8031,9162,1864,1411,5223,35,705,1004,2025,8587,ICE
"Jun 26, 2024",2024-06-26,Model_A,3067,1255,278,18,0,4,7630,9184,2825,2026,3461,129,910,1111,2559,8531,ICE
"Jun 30, 2024",2024-06-30,Model_A,3117,1289,269,14,0,18,8042,9130,2138,1400,4990,6,675,1430,2236,8636,ICE
"Jul 4, 2024",2024-07-04,Model_A,3503,1256,369,9,0,10,7017,8500,2365,1692,3658,67,775,1016,2410,7811,ICE
"Jul 8, 2024",2024-07-08,Model_A,2469,876,385,17,0,8,3668,5105,2377,1618,240,148,734,343,1882,4574,ICE
"Jul 12, 2024",2024-07-12,Model_A,2377,851,275,9,0,16,3624,4869,2309,1632,165,122,873,247,1739,4387,ICE
"Jul 16, 2024",2024-07-16,Model_A,2298,775,345,10,0,25,3537,4903,2332,1543,156,273,799,212,1764,4364,ICE
"Jul 20, 2024",2024-07-20,Model_A,4025,1435,412,13,0,23,7939,9803,2437,1469,829,4319,1612,472,3237,8850,ICE
"Jul 24, 2024",2024-07-24,Model_A,2379,800,335,16,0,20,3986,5307,2363,1442,556,319,854,224,1986,4781,ICE
"Jul 28, 2024",2024-07-28,Model_A,1961,772,227,6,0,5,3313,4321,1816,1368,490,93,771,227,1492,3907,ICE
"Aug 1, 2024",2024-08-01,Model_A,2,0,42,16,0,15,4088,4474,2059,1415,545,129,721,258,1574,4125,ICE
"Aug 5, 2024",2024-08-05,Model_A,2819,1042,331,14,0,14,4428,5921,2650,1864,537,181,1023,292,2070,5329,ICE
"Aug 9, 2024",2024-08-09,Model_A,4699,2008,312,23,0,27,5649,7769,2545,2266,1780,188,1616,304,2547,6870,ICE
"Aug 13, 2024",2024-08-13,Model_A,3658,1475,311,11,0,12,5955,7664,2498,2349,1917,194,1394,341,2299,6918,ICE
"Aug 17, 2024",2024-08-17,Model_A,3047,1227,294,15,0,2,5210,6613,2089,2077,1704,159,1261,316,1908,5969,ICE
"Aug 21, 2024",2024-08-21,Model_A,3831,1533,541,28,0,46,6369,8235,2364,2292,1751,1055,876,514,2630,7452,ICE
"Aug 25, 2024",2024-08-25,Model_A,2795,1134,615,13,0,18,4338,6177,2114,1613,1597,188,704,423,1895,5550,ICE
"Aug 29, 2024",2024-08-29,Model_A,2892,1051,639,31,0,18,4609,6452,2202,1628,1445,568,667,433,2165,5835,ICE
"Sep 2, 2024",2024-09-02,Model_A,2807,1022,338,32,0,21,3335,5052,2372,1611,222,243,635,275,1881,4447,ICE
"Sep 6, 2024",2024-09-06,Model_A,2482,896,272,28,0,16,3188,4528,1917,1771,203,129,762,260,1651,4047,ICE
"Sep 10, 2024",2024-09-10,Model_A,2867,1001,408,24,0,15,3291,4936,2071,1899,168,263,749,220,1752,4387,ICE
"Sep 14, 2024",2024-09-14,Model_A,2477,960,277,27,0,8,2968,4330,1745,1856,165,106,704,199,1511,3803,ICE
"Sep 18, 2024",2024-09-18,Model_A,2409,886,269,22,0,8,2830,4244,1797,1783,26,163,688,219,1576,3783,ICE
"Sep 22, 2024",2024-09-22,Model_A,2429,945,184,11,0,8,3030,4067,1686,1707,193,34,669,178,1404,3642,ICE
"Jun 3, 2024",2024-06-03,Model_A,110,30,23,1,0,0,148,240,144,58,0,1,26,12,110,221,ICE
"Jun 7, 2024",2024-06-07,Model_A,95,37,18,1,0,0,151,228,115,74,0,6,28,10,81,213,ICE
"Jun 11, 2024",2024-06-11,Model_A,94,29,14,0,0,0,153,236,133,64,1,7,29,17,104,221,ICE
"Jun 15, 2024",2024-06-15,Model_A,100,33,18,0,0,4,134,214,118,50,2,7,32,9,81,194,ICE
"Jun 19, 2024",2024-06-19,Model_A,73,21,17,0,0,4,140,197,105,56,2,2,30,12,79,191,ICE
"Jun 23, 2024",2024-06-23,Model_A,81,29,15,0,0,0,123,228,102,66,35,0,23,10,80,213,ICE
"Jun 27, 2024",2024-06-27,Model_A,116,31,19,5,0,0,245,369,199,75,41,5,41,18,122,352,ICE
"Jul 1, 2024",2024-07-01,Model_A,114,37,20,1,0,0,189,296,146,76,20,6,47,16,119,268,ICE
"Jul 5, 2024",2024-07-05,Model_A,91,33,21,0,0,0,121,223,124,56,3,3,35,4,102,208,ICE
"Jul 9, 2024",2024-07-09,Model_A,84,27,17,1,0,0,151,224,132,65,4,4,24,10,88,209,ICE
"Jul 13, 2024",2024-07-13,Model_A,100,35,17,1,0,2,156,246,156,51,4,3,32,6,92,230,ICE
"Jul 17, 2024",2024-07-17,Model_A,105,37,19,1,0,2,126,212,115,61,1,6,28,14,88,197,ICE
"Jul 21, 2024",2024-07-21,Model_A,127,45,22,1,0,0,168,271,136,65,7,16,46,12,112,256,ICE
"Jul 25, 2024",2024-07-25,Model_A,115,51,31,2,0,4,156,259,135,56,7,14,50,13,112,237,ICE
"Jul 29, 2024",2024-07-29,Model_A,93,37,17,1,0,2,128,208,113,53,1,7,37,9,98,195,ICE
"Aug 2, 2024",2024-08-02,Model_A,128,52,6,1,0,2,135,246,125,74,3,6,31,12,106,220,ICE
"Aug 6, 2024",2024-08-06,Model_A,126,36,26,1,0,0,182,301,163,64,8,7,53,15,143,287,ICE
"Aug 10, 2024",2024-08-10,Model_A,136,62,19,1,0,5,140,280,135,80,29,5,32,13,121,252,ICE
"Aug 14, 2024",2024-08-14,Model_A,145,62,24,3,0,2,152,267,150,64,9,9,33,9,111,251,ICE
"Aug 18, 2024",2024-08-18,Model_A,118,45,17,1,0,3,130,214,110,62,8,2,32,8,92,197,ICE
"Aug 22, 2024",2024-08-22,Model_A,176,67,28,5,0,2,161,297,129,92,6,27,42,13,135,274,ICE
"Aug 26, 2024",2024-08-26,Model_A,133,51,29,3,0,0,163,275,135,73,15,12,39,9,109,262,ICE
"Aug 30, 2024",2024-08-30,Model_A,122,50,31,3,0,0,133,248,134,67,13,12,26,7,111,232,ICE
"Sep 3, 2024",2024-09-03,Model_A,129,50,29,1,0,0,139,260,132,77,3,14,37,7,115,241,ICE
"Sep 7, 2024",2024-09-07,Model_A,113,48,16,2,0,2,131,224,122,72,3,8,22,15,96,215,ICE
"Sep 11, 2024",2024-09-11,Model_A,145,47,32,5,0,0,144,258,136,76,2,9,29,12,116,233,ICE
"Sep 26, 2024",2024-09-26,Model_A,2282,893,236,29,0,8,2868,4176,1676,1657,181,125,709,243,1521,3737,ICE
"Sep 30, 2024",2024-09-30,Model_A,2410,884,283,26,0,11,2908,4261,1909,1510,161,130,711,225,1515,3833,ICE
"Oct 4, 2024",2024-10-04,Model_A,2228,839,214,18,0,2,2918,4144,1896,1368,47,210,831,119,1436,3744,ICE
"Oct 8, 2024",2024-10-08,Model_A,2268,823,230,17,0,10,2920,4131,1859,1522,39,125,831,117,1412,3743,ICE
"Oct 12, 2024",2024-10-12,Model_A,2235,961,217,18,0,4,2789,3990,1784,1649,33,78,700,119,1382,3572,ICE
"Oct 16, 2024",2024-10-16,Model_A,2461,922,218,28,0,10,2901,4192,1949,1499,78,98,672,141,1519,3767,ICE
"Oct 20, 2024",2024-10-20,Model_A,2351,982,250,17,0,8,2963,4125,1838,1601,73,56,703,143,1348,3722,ICE
"Oct 24, 2024",2024-10-24,Model_A,2062,702,191,22,0,8,2618,3744,1638,1399,70,82,670,148,1327,3339,ICE
"Oct 28, 2024",2024-10-28,Model_A,3,2,319,7,0,0,3504,3781,1739,1430,79,93,797,75,1410,3472,ICE
"Nov 1, 2024",2024-11-01,Model_A,2038,843,180,26,0,8,2697,3794,1793,1219,19,68,768,153,1387,3393,ICE
"Nov 5, 2024",2024-11-05,Model_A,2080,811,196,25,0,6,2812,3987,1959,1055,40,188,824,153,1447,3574,ICE
"Nov 9, 2024",2024-11-09,Model_A,1857,780,199,21,0,9,2376,3420,1590,1221,53,59,582,112,1210,3101,ICE
"Nov 13, 2024",2024-11-13,Model_A,1882,760,213,28,0,8,2360,3454,1748,1123,35,100,574,110,1251,3092,ICE
"Nov 17, 2024",2024-11-17,Model_A,2166,834,193,23,0,4,2321,3672,1527,1271,389,42,648,107,1211,3305,ICE
"Jan 2, 2024",2024-01-02,Model_A,88,38,7,3,0,2,141,215,120,65,1,2,27,13,84,206,ICE
"Jan 6, 2024",2024-01-06,Model_A,56,27,14,1,0,0,111,171,94,58,9,0,10,10,58,166,ICE
"Jan 10, 2024",2024-01-10,Model_A,71,27,13,1,1,0,134,208,116,59,12,0,17,10,84,197,ICE
"Jan 14, 2024",2024-01-14,Model_A,68,30,14,3,0,0,134,208,109,50,14,1,35,15,66,199,ICE
"Jan 18, 2024",2024-01-18,Model_A,76,24,18,2,0,0,130,210,102,64,17,1,22,11,83,203,ICE
"Jan 22, 2024",2024-01-22,Model_A,86,27,14,0,0,0,118,189,106,46,4,2,24,12,82,184,ICE
"Jan 26, 2024",2024-01-26,Model_A,79,28,0,4,0,2,141,204,111,55,12,3,18,15,85,195,ICE
"Jan 30, 2024",2024-01-30,Model_A,76,36,0,3,0,0,126,185,112,42,9,1,20,17,69,180,ICE
"Feb 3, 2024",2024-02-03,Model_A,92,27,0,0,0,0,130,190,113,56,1,1,17,17,66,172,ICE
"Feb 7, 2024",2024-02-07,Model_A,105,32,0,2,0,0,138,213,125,43,17,0,27,17,81,194,ICE
"Feb 11, 2024",2024-02-11,Model_A,66,19,0,1,0,0,98,153,95,29,6,0,22,11,53,144,ICE
"Feb 15, 2024",2024-02-15,Model_A,52,20,0,0,0,0,76,121,51,41,8,8,12,2,58,108,ICE
"Feb 19, 2024",2024-02-19,Model_A,72,29,0,2,0,0,97,184,88,63,9,1,16,5,83,168,ICE
"Feb 23, 2024",2024-02-23,Model_A,70,25,0,1,0,0,81,133,74,39,6,0,18,7,56,127,ICE
"Feb 27, 2024",2024-02-27,Model_A,66,15,1,2,0,0,95,159,76,48,13,3,15,7,72,147,ICE
"Mar 2, 2024",2024-03-02,Model_A,64,22,0,1,0,0,86,139,69,39,9,3,18,5,42,137,ICE
"Mar 6, 2024",2024-03-06,Model_A,77,24,21,2,0,0,76,163,63,63,10,0,21,2,63,154,ICE
"Mar 10, 2024",2024-03-10,Model_A,72,19,25,1,0,0,105,184,92,59,17,3,14,7,72,172,ICE
"Mar 14, 2024",2024-03-14,Model_A,55,16,28,2,0,2,100,170,90,49,8,3,16,8,67,159,ICE
"Mar 18, 2024",2024-03-18,Model_A,53,11,17,2,0,0,74,143,70,47,5,1,14,6,55,138,ICE
"Mar 22, 2024",2024-03-22,Model_A,61,28,28,2,0,0,73,158,70,52,6,4,22,8,60,149,ICE
"Mar 26, 2024",2024-03-26,Model_A,60,21,33,0,0,0,79,163,70,71,7,1,14,5,69,157,ICE
"Mar 30, 2024",2024-03-30,Model_A,46,10,0,1,0,0,52,99,46,29,8,1,12,8,34,95,ICE
"Apr 3, 2024",2024-04-03,Model_A,69,26,52,2,0,4,82,188,89,66,0,0,26,6,77,175,ICE
"Apr 7, 2024",2024-04-07,Model_A,45,19,19,3,0,2,75,131,67,45,2,0,16,7,40,127,ICE
"Apr 11, 2024",2024-04-11,Model_A,150,50,37,1,0,0,180,320,137,114,3,6,56,8,157,293,ICE
"Apr 15, 2024",2024-04-15,Model_A,85,35,30,0,0,0,112,203,93,67,0,1,39,10,99,190,ICE
"Apr 19, 2024",2024-04-19,Model_A,69,28,20,0,0,0,136,194,114,60,0,0,17,9,77,182,ICE
"Apr 23, 2024",2024-04-23,Model_A,83,25,29,2,0,3,143,222,111,69,1,9,35,11,100,210,ICE
